# Setup from log.interADMFoam
# Benchmark: true
# Qin_: 178.467
# Vgas_: 300
# Vliq_: 3400
# Vfrac_: 0.0882353
# qGas_: 1.92901e-08
# alphaW: 0.11889
# alphaI: 1e-20
# alphaInterface: 0.75

Time,Sh2,Sch4,Sco2,Gh2,RGh2,Gch4,RGch4,Gco2,RGco2
5.768,1.29799e-07,0.0519442,9.01516,1.1014e-05,-1.81918e-10,1.653,6.33257e-06,13.4389,-0.000768457
5.868,1.29802e-07,0.0519444,9.01523,1.10137e-05,-1.81898e-10,1.65299,6.33342e-06,13.4379,-0.000766689
5.968,1.29806e-07,0.0519445,9.0153,1.10134e-05,-1.81877e-10,1.65298,6.33437e-06,13.4369,-0.000764936
6.068,1.29809e-07,0.0519447,9.01536,1.10131e-05,-1.81856e-10,1.65297,6.33529e-06,13.4359,-0.00076319
6.168,1.29812e-07,0.0519449,9.01543,1.10127e-05,-1.81835e-10,1.65297,6.33629e-06,13.4349,-0.000761438
6.268,1.29815e-07,0.051945,9.0155,1.10124e-05,-1.81815e-10,1.65296,6.33719e-06,13.4339,-0.000759697
6.368,1.29818e-07,0.0519452,9.01556,1.10121e-05,-1.81794e-10,1.65295,6.33818e-06,13.4329,-0.000757952
6.468,1.29821e-07,0.0519453,9.01563,1.10118e-05,-1.81773e-10,1.65294,6.33914e-06,13.432,-0.000756211
6.568,1.29824e-07,0.0519454,9.01569,1.10115e-05,-1.81754e-10,1.65293,6.33984e-06,13.431,-0.000754498
6.668,1.29827e-07,0.0519456,9.01576,1.10112e-05,-1.81733e-10,1.65292,6.34087e-06,13.43,-0.000752757
6.768,1.2983e-07,0.0519458,9.01583,1.10109e-05,-1.81712e-10,1.65292,6.34191e-06,13.429,-0.000751019
6.868,1.29832e-07,0.0519459,9.01592,1.10106e-05,-1.81693e-10,1.65291,6.34268e-06,13.428,-0.000749249
6.968,1.29835e-07,0.051946,9.01603,1.10103e-05,-1.81672e-10,1.6529,6.3436e-06,13.4271,-0.00074741
7.068,1.29838e-07,0.0519461,9.01612,1.101e-05,-1.81653e-10,1.65289,6.34435e-06,13.4261,-0.000745653
7.168,1.29841e-07,0.0519463,9.0162,1.10097e-05,-1.81633e-10,1.65288,6.34524e-06,13.4251,-0.000743899
7.268,1.29844e-07,0.0519464,9.01628,1.10093e-05,-1.81613e-10,1.65288,6.34609e-06,13.4242,-0.000742162
7.368,1.29846e-07,0.0519465,9.01635,1.1009e-05,-1.81594e-10,1.65287,6.34684e-06,13.4232,-0.000740449
7.468,1.29849e-07,0.0519466,9.01642,1.10087e-05,-1.81574e-10,1.65286,6.34778e-06,13.4222,-0.000738722
7.568,1.29851e-07,0.0519467,9.01649,1.10084e-05,-1.81554e-10,1.65285,6.34862e-06,13.4213,-0.000737012
7.668,1.29854e-07,0.0519469,9.01657,1.10081e-05,-1.81535e-10,1.65284,6.34945e-06,13.4203,-0.000735295
7.768,1.29857e-07,0.051947,9.01664,1.10078e-05,-1.81515e-10,1.65283,6.35029e-06,13.4194,-0.000733597
7.868,1.29859e-07,0.0519471,9.01671,1.10075e-05,-1.81496e-10,1.65283,6.35111e-06,13.4184,-0.000731879
7.968,1.29862e-07,0.0519473,9.01679,1.10072e-05,-1.81476e-10,1.65282,6.35206e-06,13.4174,-0.000730172
8.068,1.29864e-07,0.0519474,9.01684,1.10069e-05,-1.81457e-10,1.65281,6.35292e-06,13.4165,-0.000728523
8.168,1.29867e-07,0.0519476,9.01688,1.10066e-05,-1.81437e-10,1.6528,6.35387e-06,13.4155,-0.000726892
8.268,1.29869e-07,0.0519476,9.01692,1.10063e-05,-1.81419e-10,1.65279,6.3546e-06,13.4146,-0.000725274
8.368,1.29872e-07,0.0519478,9.01698,1.1006e-05,-1.81399e-10,1.65279,6.35544e-06,13.4137,-0.000723631
8.468,1.29875e-07,0.051948,9.01704,1.10056e-05,-1.81379e-10,1.65278,6.35656e-06,13.4127,-0.000721974
8.568,1.29877e-07,0.0519482,9.01709,1.10053e-05,-1.81359e-10,1.65277,6.35758e-06,13.4118,-0.000720325
8.668,1.2988e-07,0.0519483,9.01714,1.1005e-05,-1.8134e-10,1.65276,6.35836e-06,13.4108,-0.000718704
8.768,1.29883e-07,0.0519485,9.01719,1.10047e-05,-1.8132e-10,1.65275,6.35949e-06,13.4099,-0.000717081
8.868,1.29885e-07,0.0519486,9.01722,1.10044e-05,-1.81302e-10,1.65274,6.3603e-06,13.409,-0.000715498
8.968,1.29888e-07,0.0519489,9.01727,1.10041e-05,-1.81282e-10,1.65274,6.36133e-06,13.408,-0.000713885
9.068,1.2989e-07,0.051949,9.01735,1.10038e-05,-1.81263e-10,1.65273,6.36218e-06,13.4071,-0.000712203
9.168,1.29893e-07,0.0519492,9.01743,1.10035e-05,-1.81243e-10,1.65272,6.36312e-06,13.4062,-0.000710504
9.268,1.29895e-07,0.0519492,9.01753,1.10032e-05,-1.81225e-10,1.65271,6.36385e-06,13.4052,-0.000708788
9.368,1.29897e-07,0.0519494,9.01761,1.10029e-05,-1.81205e-10,1.6527,6.36484e-06,13.4043,-0.000707121
9.468,1.299e-07,0.0519496,9.01766,1.10026e-05,-1.81186e-10,1.6527,6.36581e-06,13.4034,-0.000705521
9.568,1.29902e-07,0.0519498,9.0177,1.10023e-05,-1.81167e-10,1.65269,6.36676e-06,13.4025,-0.000703939
9.668,1.29905e-07,0.0519499,9.01774,1.1002e-05,-1.81148e-10,1.65268,6.36753e-06,13.4015,-0.000702369
9.768,1.29908e-07,0.0519501,9.01778,1.10017e-05,-1.81128e-10,1.65267,6.36863e-06,13.4006,-0.000700789
9.868,1.2991e-07,0.0519502,9.01783,1.10014e-05,-1.81109e-10,1.65266,6.36939e-06,13.3997,-0.000699194
9.968,1.29912e-07,0.0519503,9.01789,1.1001e-05,-1.8109e-10,1.65266,6.37025e-06,13.3988,-0.000697587
10.068,1.29915e-07,0.0519505,9.01795,1.10007e-05,-1.81071e-10,1.65265,6.37114e-06,13.3979,-0.000695981
10.168,1.29917e-07,0.0519507,9.01801,1.10004e-05,-1.81052e-10,1.65264,6.37217e-06,13.397,-0.000694367
10.268,1.2992e-07,0.0519508,9.01807,1.10001e-05,-1.81033e-10,1.65263,6.37304e-06,13.3961,-0.000692765
10.368,1.29922e-07,0.051951,9.01813,1.09998e-05,-1.81014e-10,1.65263,6.3739e-06,13.3952,-0.000691171
10.468,1.29925e-07,0.0519511,9.01819,1.09995e-05,-1.80995e-10,1.65262,6.37478e-06,13.3942,-0.000689574
10.568,1.29927e-07,0.0519512,9.01825,1.09992e-05,-1.80977e-10,1.65261,6.37565e-06,13.3933,-0.000687983
10.668,1.29929e-07,0.0519514,9.01831,1.09989e-05,-1.80959e-10,1.6526,6.37656e-06,13.3924,-0.000686392
10.768,1.29931e-07,0.0519516,9.01838,1.09986e-05,-1.8094e-10,1.65259,6.37767e-06,13.3915,-0.000684785
10.868,1.29933e-07,0.0519518,9.01844,1.09983e-05,-1.80922e-10,1.65259,6.37856e-06,13.3906,-0.000683194
10.968,1.29935e-07,0.051952,9.01851,1.0998e-05,-1.80904e-10,1.65258,6.37956e-06,13.3897,-0.000681601
11.068,1.29937e-07,0.0519521,9.01856,1.09977e-05,-1.80886e-10,1.65257,6.38037e-06,13.3889,-0.000680033
11.168,1.29939e-07,0.0519523,9.01862,1.09974e-05,-1.80868e-10,1.65256,6.38125e-06,13.388,-0.000678459
11.268,1.29941e-07,0.0519524,9.01868,1.09971e-05,-1.8085e-10,1.65255,6.38217e-06,13.3871,-0.000676881
11.368,1.29943e-07,0.0519526,9.01875,1.09968e-05,-1.80831e-10,1.65255,6.38322e-06,13.3862,-0.0006753
11.468,1.29945e-07,0.0519528,9.01881,1.09965e-05,-1.80814e-10,1.65254,6.38405e-06,13.3853,-0.000673738
11.568,1.29947e-07,0.0519529,9.01887,1.09962e-05,-1.80796e-10,1.65253,6.38499e-06,13.3844,-0.000672175
11.668,1.29949e-07,0.051953,9.01892,1.09959e-05,-1.80778e-10,1.65252,6.38572e-06,13.3835,-0.00067063
11.768,1.29951e-07,0.0519532,9.01898,1.09955e-05,-1.80761e-10,1.65252,6.38662e-06,13.3827,-0.00066907
11.868,1.29952e-07,0.0519531,9.01903,1.09952e-05,-1.80745e-10,1.65251,6.38708e-06,13.3818,-0.000667557
11.968,1.29954e-07,0.0519534,9.0191,1.09949e-05,-1.80726e-10,1.6525,6.38823e-06,13.3809,-0.000665981
12.068,1.29956e-07,0.0519535,9.01915,1.09946e-05,-1.80709e-10,1.65249,6.38902e-06,13.38,-0.000664442
12.168,1.29958e-07,0.0519537,9.01921,1.09943e-05,-1.80691e-10,1.65248,6.38994e-06,13.3791,-0.000662896
12.268,1.2996e-07,0.0519538,9.01927,1.0994e-05,-1.80672e-10,1.65248,6.39078e-06,13.3783,-0.000661361
12.368,1.29963e-07,0.0519542,9.01935,1.09937e-05,-1.80652e-10,1.65247,6.39213e-06,13.3774,-0.00065978
12.468,1.29965e-07,0.0519542,9.0194,1.09934e-05,-1.80635e-10,1.65246,6.39273e-06,13.3765,-0.000658271
12.568,1.29967e-07,0.0519544,9.01946,1.09931e-05,-1.80616e-10,1.65245,6.39373e-06,13.3757,-0.000656731
12.668,1.29969e-07,0.0519545,9.01951,1.09928e-05,-1.80598e-10,1.65245,6.39439e-06,13.3748,-0.000655222
12.768,1.29971e-07,0.0519545,9.01956,1.09925e-05,-1.80581e-10,1.65244,6.39496e-06,13.3739,-0.000653725
12.868,1.29973e-07,0.0519546,9.01961,1.09922e-05,-1.80563e-10,1.65243,6.39573e-06,13.3731,-0.00065221
12.968,1.29975e-07,0.0519548,9.01968,1.09919e-05,-1.80543e-10,1.65242,6.3968e-06,13.3722,-0.000650673
13.068,1.29977e-07,0.0519549,9.01973,1.09916e-05,-1.80525e-10,1.65241,6.39755e-06,13.3714,-0.000649172
